sent_id,sys_name,sys_type,orig_sent,simp_sent,grammaticality,meaning,simplicity,structural_simplicity
62,SETrain1-Moses,Semantics+PBMT,"It was discovered by Stephen P. Synnott in images from the Voyager 1 space probe taken on March 5, 1979 while orbiting around Jupiter.","It was discovered by Stephen P. Synnott in images from the Voyager 1 space probe taken on March 5, 1979 while orbiting around Jupiter.",5,5,0,0
63,SETrain1-Moses,Semantics+PBMT,"Gomaespuma was a Spanish radio show, hosted by Juan Luis Cano and Guillermo Fesser.","Gomaespuma was a Spanish radio show, hosted by Juan Luis Cano and Guillermo Fesser.",5,5,0,0
64,SETrain1-Moses,Semantics+PBMT,"On 16 June 2009, the official release date of The Resistance was announced on the band's website.","On 16 June 2009, the official release date of The Resistance was announced on the band 's website.",5,5,0,0
65,SETrain1-Moses,Semantics+PBMT,He is also a member of another Jungiery boyband 183 Club.,He is also a member of another Jungiery boyband 183 Club.,4.666666667,5,0,0
66,SETrain1-Moses,Semantics+PBMT,"The Apostolic Tradition, attributed to the theologian Hippolytus, attests the singing of Hallel psalms with Alleluia as the refrain in early Christian agape feasts.","The Apostolic Tradition, attributed to the theologian Hippolytus, attests the singing of Hallel psalms with are as the saying in early Christian agape feasts.",2.333333333,2.333333333,-0.333333333,-0.666666667
67,SETrain1-Moses,Semantics+PBMT,"In return, Rollo swore fealty to Charles, converted to Christianity, and undertook to defend the northern region of France against the incursions of other Viking groups.","In return, Rollo swore put to Charles, converted to Christianity, and undertook to defend the northern region of France against the incursions of other Viking groups.",3,3.333333333,-0.333333333,-0.666666667
68,SETrain1-Moses,Semantics+PBMT,It is derived from Voice of America (VoA) Special English.,It is derived from Voice of America née VoA) Special English.,2.333333333,3.333333333,-0.666666667,-0.666666667
69,SETrain1-Moses,Semantics+PBMT,"Disney received a full-size Oscar statuette and seven miniature ones, presented to him by 10-year-old child actress Shirley Temple.","Disney received a full size Oscar statuette and seven miniature ones, presented to him by was child actress Shirley Temple.",3.333333333,3.333333333,0,0
70,SETrain1-Moses,Semantics+PBMT,It was the first asteroid to be discovered by a spacecraft.,It was the first asteroid to be discovered by a spacecraft.,5,5,0,0
1,SETrain1-Moses_LM,Semantics+PBMT,"One side of the armed conflicts is composed mainly of the Sudanese military and the Janjaweed, a Sudanese militia group recruited mostly from the Afro-Arab Abbala tribes of the northern Rizeigat region in Sudan.",One side of the armed conflicts is composed mainly of the Sudanese military and the Janjaweed a Sudanese militia group recruited mostly from the Afro-Arab Abbala tribes of the northern Rizeigat region in Sudan.,4,5,-0.666666667,-0.666666667
2,SETrain1-Moses_LM,Semantics+PBMT,"Jeddah is the principal gateway to Mecca, Islam's holiest city, which able-bodied Muslims are required to visit at least once in their lifetime.",It is the principal gateway to Mecca Islam 's holiest city which have Muslims are required to visit at least once in their lifetime.,3,3.333333333,-0.333333333,-0.333333333
3,SETrain1-Moses_LM,Semantics+PBMT,The Great Dark Spot is thought to represent a hole in the methane cloud deck of Neptune.,The Great Dark Spot is thought to represent a hole in the methane cloud deck of Neptune.,5,5,0,0
4,SETrain1-Moses_LM,Semantics+PBMT,"His next work, Saturday, follows an especially eventful day in the life of a successful neurosurgeon.",His next work Saturday follows an especially eventful day in the life of a neurosurgeon.,4.333333333,3.333333333,-0.333333333,-0.333333333
5,SETrain1-Moses_LM,Semantics+PBMT,"The tarantula, the trickster character, spun a black cord and, attaching it to the ball, crawled away fast to the east, pulling on the cord with all his strength.",The Tarantula the trickster character spun a black cord and. Attaching it to the ball crawled away fast to the east pulling on the cord with all his strength.,3,4.333333333,-0.666666667,-0.666666667
6,SETrain1-Moses_LM,Semantics+PBMT,"There he died six weeks later, on 13 January 888.",There he died six weeks later on 13 January 888.,4.333333333,5,0,0
7,SETrain1-Moses_LM,Semantics+PBMT,They are culturally akin to the coastal peoples of Papua New Guinea.,They are culturally akin to the coastal peoples of Papua New Guinea.,5,5,0,0
8,SETrain1-Moses_LM,Semantics+PBMT,"Since 2000, the recipient of the Kate Greenaway Medal has also been presented with the Colin Mears Award to the value of £5000.",Since 2000 the recipient of the Kate Greenaway Medal has also been presented with the Colin Mears Award to the value of £5000.,5,5,0,0
9,SETrain1-Moses_LM,Semantics+PBMT,"Following the drummers are dancers, who often play the sogo (a tiny drum that makes almost no sound) and tend to have more elaborate — even acrobatic — choreography.",Following the drummers are dancers who often play the sogo a tiny drum that makes almost no sound) and tend to have more elaborate — even acrobatic — choreography.,3,4,-0.333333333,-0.333333333
10,SETrain1-Moses_LM,Semantics+PBMT,"The spacecraft consists of two main elements: the NASA Cassini orbiter, named after the Italian-French astronomer Giovanni Domenico Cassini, and the ESA Huygens probe, named after the Dutch astronomer, mathematician and physicist Christiaan Huygens.",The spacecraft consists of two main elements: the NASA Cassini orbiter named after the French astronomer Giovanni Domenico Cassini and the ESA Huygens probe named after the Dutch astronomer mathematician and physicist Christiaan Huygens.,3.666666667,4,-0.333333333,-0.333333333
11,SETrain1-Moses_LM,Semantics+PBMT,"Alessandro (""Sandro"") Mazzola (born 8 November 1942) is an Italian former football player.","Alessandro ____ ""Sandro"") Mazzola born 8 November 1942) is an Italian former football player.",3.333333333,4.666666667,0,0
12,SETrain1-Moses_LM,Semantics+PBMT,It was originally thought that the debris thrown up by the collision filled in the smaller craters.,It was originally thought that the debris thrown up by the collision filled in the smaller craters.,4.666666667,5,0,0
13,SETrain1-Moses_LM,Semantics+PBMT,"Graham attended Wheaton College from 1939 to 1943, when he graduated with a BA in anthropology.",Graham attended Wheaton College from 1939 to 1943 when he graduated with a BA in anthropology.,4,5,0,0
14,SETrain1-Moses_LM,Semantics+PBMT,"However, the BZÖ differs a bit in comparison to the Freedom Party, as is in favor of a referendum about the Lisbon Treaty but against an EU-Withdrawal.",However the BZÖ differs a bit in comparison to the Freedom Party as is in favor of a referendum about the Lisbon Treaty but against an EU-Withdrawal.,4,5,-0.333333333,-0.333333333
15,SETrain1-Moses_LM,Semantics+PBMT,"Many species had vanished by the end of the nineteenth century, with European settlement.",Many species had vanished by the end of the nineteenth century with European settlement.,5,5,0,0
16,SETrain1-Moses_LM,Semantics+PBMT,In 1987 Wexler was inducted into the Rock and Roll Hall of Fame.,In 1987 Wexler was inducted into the Rock and Roll Hall of Fame.,5,5,0,0
17,SETrain1-Moses_LM,Semantics+PBMT,"In its pure form, dextromethorphan occurs as a white powder.",In its pure form dextromethorphan occurs as a white powder.,5,5,0,0
18,SETrain1-Moses_LM,Semantics+PBMT,Admission to Tsinghua is extremely competitive.,Admission to Tsinghua is extremely competitive.,4.666666667,5,0,0
19,SETrain1-Moses_LM,Semantics+PBMT,"Today NRC is organised as an independent, private foundation.",Today NRC is organised as an independent private foundation.,4.666666667,5,0,0
20,SETrain1-Moses_LM,Semantics+PBMT,"It is situated at the coast of the Baltic Sea, where it encloses the city of Stralsund.",It is situated at the coast of the Baltic Sea where it encloses the city of Stralsund.,4.666666667,4.666666667,-0.333333333,-0.333333333
21,SETrain1-Moses_LM,Semantics+PBMT,"He was also named 1982 ""Sportsman of the Year"" by Sports Illustrated.","He was also named 1982 ""``Sportsman of the Year"" by Sports Illustrated.",4,5,0,0
22,SETrain1-Moses_LM,Semantics+PBMT,Fives is a British sport believed to derive from the same origins as many racquet sports.,Fives is a British sport believed to derive from the same origins as many racquet sports.,4.666666667,5,0,0
23,SETrain1-Moses_LM,Semantics+PBMT,"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",For example King Bhumibol was born on Monday so on his birthday throughout Thailand will be decorated with yellow color.,3.666666667,5,0,0
24,SETrain1-Moses_LM,Semantics+PBMT,Both names became defunct in 2007 when they were merged into The National Museum of Scotland.,Both names became defunct in 2007 when they were merged into The National Museum of Scotland.,4.666666667,5,0,0
25,SETrain1-Moses_LM,Semantics+PBMT,"Nevertheless, Tagore emulated numerous styles, including craftwork from northern New Ireland, Haida carvings from the west coast of Canada (British Columbia), and woodcuts by Max Pechstein.",Nevertheless Tagore emulated numerous styles including craftwork from northern New Ireland Haida carvings from the west coast of Canada ____ British Columbia DI-28 and woodcuts by Max Pechstein.,2.666666667,4,-0.666666667,-0.666666667
26,SETrain1-Moses_LM,Semantics+PBMT,"On October 14, 1960, Presidential candidate John F. Kennedy proposed the concept of what became the Peace Corps on the steps of Michigan Union.",On October 14 1960 Presidential candidate John F. Kennedy proposed the concept of what became the Peace Corps on the steps of Michigan Union.,4,5,0,0
27,SETrain1-Moses_LM,Semantics+PBMT,"She performed for President Reagan in 1988's Great Performances at the White House series, which aired on the Public Broadcasting Service.",She performed for President Reagan in 1988 's Great 1950 at the White House series which aired on the Public Broadcasting Service.,3.666666667,3.333333333,-0.333333333,-0.333333333
28,SETrain1-Moses_LM,Semantics+PBMT,Perry Saturn (with Terri) defeated Eddie Guerrero (with Chyna) to win the WWF European Championship (8:10) Saturn pinned Guerrero after a Diving elbow drop.,Perry Saturn ____ with Terri) defeated Eddie Guerrero ____ with Chyna) to win the WWF European Championship ____ 8: 10) Saturn pinned Guerrero after a Diving elbow drop.,4.333333333,5,0,0
29,SETrain1-Moses_LM,Semantics+PBMT,She remained in the United States until 1927 when she and her husband returned to France.,She remained in the United States until 1927 when she and her husband returned to France.,4.666666667,5,0,0
30,SETrain1-Moses_LM,Semantics+PBMT,"Despina was discovered in late July, 1989 from the images taken by the Voyager 2 probe.",Despina was discovered in late July 1989 from the images taken by the Voyager 2 probe.,4.333333333,5,0,0
31,SETrain1-Moses_LM,Semantics+PBMT,The first Italian Grand Prix motor racing championship took place on 4 September 1921 at Brescia.,The first Italian Grand Prix motor racing championship took place on 4 September 1921 at Brescia.,4.666666667,5,0,0
32,SETrain1-Moses_LM,Semantics+PBMT,He also completed two collections of short stories entitled The Ribbajack & Other Curious Yarns and Seven Strange and Ghostly Tales.,He also completed two collections of short stories entitled The Ribbajack & Other Curious Yarns are and Seven Strange and Ghostly Tales.,3.666666667,4.333333333,-0.333333333,-0.333333333
33,SETrain1-Moses_LM,Semantics+PBMT,"At the Voyager 2 images Ophelia appears as an elongated object, the major axis pointing towards Uranus.",At the Voyager 2 images Ophelia appears as an elongated object the major axis pointing towards Uranus.,3.666666667,4.666666667,-0.333333333,-0.333333333
34,SETrain1-Moses_LM,Semantics+PBMT,The British decided to eliminate him and take the land by force.,The British decided to eliminate him and take the land by force.,4.666666667,5,0,0
35,SETrain1-Moses_LM,Semantics+PBMT,"Some towns on the Eyre Highway in the south-east corner of Western Australia, between the South Australian border almost as far as Caiguna, do not follow official Western Australian time.",Some towns on the Eyre Highway in the south east corner of Western Australia between the South Australian border almost as far as Caiguna. Do not follow official Western Australian time.,3,4.666666667,0.333333333,0.333333333
36,SETrain1-Moses_LM,Semantics+PBMT,"In architectural decoration Small pieces of colored and iridescent shell have been used to create mosaics and inlays, which have been used to decorate walls, furniture and boxes.",In architectural decoration Small pieces of colored and iridescent shell have been used to create mosaics and larger which have been used to decorate walls furniture and boxes.,3.666666667,3.666666667,0,-0.333333333
37,SETrain1-Moses_LM,Semantics+PBMT,"The other incorporated cities on the Palos Verdes Peninsula include Rancho Palos Verdes, Rolling Hills Estates and Rolling Hills.",The other incorporated cities on the Palos Verdes Peninsula include Rancho Palos Verdes Rolling Hills Estates and Rolling Hills.,4,5,-0.333333333,-0.333333333
38,SETrain1-Moses_LM,Semantics+PBMT,"Fearing that Drek will destroy the galaxy, Clank asks Ratchet to help him find the famous superhero Captain Qwark, in an effort to stop Drek.",Fearing that Drek will destroy the galaxy Clank asks Ratchet to help him find the famous superhero Captain Qwark in an effort to stop Drek.,3.666666667,5,-0.333333333,-0.333333333
39,SETrain1-Moses_LM,Semantics+PBMT,It is not actually a true louse.,It is not actually a true louse.,4.666666667,5,0,0
40,SETrain1-Moses_LM,Semantics+PBMT,He advocates applying a user-centered design process in product development cycles and also works towards popularizing interaction design as a mainstream discipline.,He advocates applying a user-centered design process in product development cycles and also works towards popularizing interaction design as a mainstream discipline.,5,5,0,0
41,SETrain1-Moses_LM,Semantics+PBMT,"It is theoretically possible that the other editors who may have reported you, and the administrator who blocked you, are part of a conspiracy against someone half a world away they've never met in person.",It is theoretically possible that the other editors who may have reported you and the administrator who blocked you are part of a conspiracy against someone half a world away they ve never met in person.,3.666666667,5,0,0
42,SETrain1-Moses_LM,Semantics+PBMT,Working Group I: Assesses scientific aspects of the climate system and climate change.,Working Group I: assesses scientific aspects of the climate system and climate change.,4.333333333,5,0,0
43,SETrain1-Moses_LM,Semantics+PBMT,"The island chain forms part of the Hebrides, separated from the Scottish mainland and from the Inner Hebrides by the stormy waters of the Minch, the Little Minch and the Sea of the Hebrides.",The island chain forms part of the Hebrides separated from the Scottish mainland and from the Inner Hebrides by the stormy waters of the Minch the Little Minch and the Sea of the Hebrides.,3.666666667,4.666666667,-0.666666667,-0.666666667
44,SETrain1-Moses_LM,Semantics+PBMT,"Orton and his wife welcomed Alanna Marie Orton on July 12, 2008.",Orton and his wife welcomed Alanna Marie Orton on July 12 2008.,4.333333333,5,0,0
45,SETrain1-Moses_LM,Semantics+PBMT,"Formal minor planet designations are number-name combinations overseen by the Minor Planet Center, a branch of the IAU.",Formal minor planet designations are number name combinations overseen by the Minor Planet Center a branch of the IAU.,4,5,0,0
46,SETrain1-Moses_LM,Semantics+PBMT,"By early on September 30, wind shear began to dramatically increase and a weakening trend began.",By early on September 30 wind shear began to dramatically increase and a weakening trend began.,4.333333333,5,0,0
47,SETrain1-Moses_LM,Semantics+PBMT,Each entry has a datum (a nugget of data) which is a copy of the datum in some backing store.,Each entry has a datum ____ a nugget of data) which is a copy of the datum in some backing store.,4.333333333,5,0,0
48,SETrain1-Moses_LM,Semantics+PBMT,"As a result, although many mosques will not enforce violations, both men and women when attending a mosque must adhere to these guidelines.",As a result although many mosques will not enforce violations both men and women when attending a mosque must adhere to these guidelines.,3.666666667,5,-0.333333333,-0.333333333
49,SETrain1-Moses_LM,Semantics+PBMT,"Mariel of Redwall is a fantasy novel by Brian Jacques, published in 1991.",Mariel of Redwall is a fantasy novel by Brian Jacques published in 1991.,4.666666667,5,0,0
50,SETrain1-Moses_LM,Semantics+PBMT,"Ryan Prosser (born 10 July, 1988) is a professional rugby union player for Bristol Rugby in the Guinness Premiership.",Ryan Prosser born 10 July 1988 is a professional rugby union player for Bristol Rugby in the Guinness Premiership.,3.666666667,5,-0.666666667,-0.666666667
51,SETrain1-Moses_LM,Semantics+PBMT,"Like previous assessment reports, it consists of four reports, three of them from its working groups.",Like previous assessment reports. It consists of four reports three of them from its working groups.,3,4,0.333333333,0.333333333
52,SETrain1-Moses_LM,Semantics+PBMT,"Their granddaughter Hélène Langevin-Joliot is a professor of nuclear physics at the University of Paris, and their grandson Pierre Joliot, who was named after Pierre Curie, is a noted biochemist.",Their granddaughter Hélène Langevin Joliot is a professor of nuclear physics at the University of Paris and their grandson Pierre Joliot was named after Pierre Curie. Is a noted biochemist.,3.333333333,4,0.333333333,0.333333333
53,SETrain1-Moses_LM,Semantics+PBMT,"This stamp remained the standard letter stamp for the remainder of Victoria's reign, and vast quantities were printed.",This stamp remained the standard letter stamp for the remainder of Victoria 's reign and vast quantities were printed.,4.666666667,5,0,0
54,SETrain1-Moses_LM,Semantics+PBMT,The International Fight League was an American mixed martial arts (MMA) promotion billed as the world's first MMA league.,The International Fight League was an American mixed martial arts ____ MMA) promotion billed as the World 's first MMA league.,5,5,0,0
55,SETrain1-Moses_LM,Semantics+PBMT,"Giardia lamblia (synonymous with Lamblia intestinalis and Giardia duodenalis) is a flagellated protozoan parasite that colonises and reproduces in the small intestine, causing giardiasis.",People lamblia ____ synonymous with Lamblia intestinalis and people duodenalis) is a they protozoan parasite that colonises and reproduces in the small intestine causing giardiasis.,1.666666667,2.333333333,-0.333333333,-0.333333333
56,SETrain1-Moses_LM,Semantics+PBMT,"Aside from this, Cameron has often worked in Christian-themed productions, among them the post-Rapture films Left Behind: The Movie, Left Behind II: Tribulation Force, and Left Behind: World at War, in which he plays Cameron ""Buck"" Williams.","Aside from this Cameron has often worked in productions among them the post Rapture films Left Behind: the Movie Left Behind II: Tribulation Force and Left Behind: World at War in which he plays Cameron ""Buck"" Williams.",3.333333333,3.666666667,0,0
57,SETrain1-Moses_LM,Semantics+PBMT,"This was the area east of the mouth of the Vistula River, later sometimes called ""Prussia proper"".","This was the area east of the mouth of the Vistula River later sometimes called ""Prussia proper"".",4.333333333,4.666666667,0,0
58,SETrain1-Moses_LM,Semantics+PBMT,After graduation he returned to Yerevan to teach at the local Conservatory and later he was appointed artistic director of the Armenian Philarmonic Orchestra.,After graduation he returned to Yerevan to teach at the local Conservatory and later he was appointed artistic director of the Armenian Philarmonic Orchestra.,5,5,0,0
59,SETrain1-Moses_LM,Semantics+PBMT,"The story of Christmas is based on the biblical accounts given in the Gospel of Matthew, namely - and the Gospel of Luke, specifically -.",The story of Christmas is based on the biblical accounts given in the Gospel of Matthew namely duplications and the Gospel of Luke specifically Abha.,3,2.666666667,-0.333333333,-0.333333333
60,SETrain1-Moses_LM,Semantics+PBMT,Weelkes was later to find himself in trouble with the Chichester Cathedral authorities for his heavy drinking and immoderate behaviour.,Weelkes was later to find himself in trouble with the Chichester Cathedral authorities for his heavy drinking and immoderate Behavior.,4,5,0,0
61,SETrain1-Moses_LM,Semantics+PBMT,"So far the 'celebrity' episodes have included Vic Reeves, Nancy Sorrell, Gaby Roslin, Scott Mills, Mark Chapman, Simon Gregson, Sue Cleaver, Carol Thatcher, Paul O'Grady and Lee Ryan.",So far the 'celebrity' episodes have included Vic Reeves Nancy Sorrell. Gaby Roslin Scott Mills Mark Chapman Simon Gregson Sue Cleaver Carol Thatcher Paul O 'Grady and Lee Ryan.,3,4.666666667,-0.666666667,-0.666666667
62,SETrain1-Moses_LM,Semantics+PBMT,"It was discovered by Stephen P. Synnott in images from the Voyager 1 space probe taken on March 5, 1979 while orbiting around Jupiter.",It was discovered by Stephen P. Synnott in images from the Voyager 1 space probe taken on March 5 1979 while orbiting around Jupiter.,4,5,0,0
63,SETrain1-Moses_LM,Semantics+PBMT,"Gomaespuma was a Spanish radio show, hosted by Juan Luis Cano and Guillermo Fesser.",Gomaespuma was a Spanish radio show hosted by Juan Luis Cano and Guillermo Fesser.,5,5,0,0
64,SETrain1-Moses_LM,Semantics+PBMT,"On 16 June 2009, the official release date of The Resistance was announced on the band's website.",On 16 June 2009 the official release date of The Resistance was announced on the band 's website.,4.333333333,5,0,0
65,SETrain1-Moses_LM,Semantics+PBMT,He is also a member of another Jungiery boyband 183 Club.,He is also a member of another Jungiery boyband 183 Club.,4.333333333,5,0,0
66,SETrain1-Moses_LM,Semantics+PBMT,"The Apostolic Tradition, attributed to the theologian Hippolytus, attests the singing of Hallel psalms with Alleluia as the refrain in early Christian agape feasts.",The Apostolic Tradition. Attributed to the theologian Hippolytus. Attests the singing of Hallel psalms with are as but the refrain in early Christian agape feasts.,2,3,0,0
67,SETrain1-Moses_LM,Semantics+PBMT,"In return, Rollo swore fealty to Charles, converted to Christianity, and undertook to defend the northern region of France against the incursions of other Viking groups.",In return Rollo swore put to Charles converted to Christianity and undertook to defend the northern region of France against the incursions of other Viking groups.,3,4,-0.333333333,-0.333333333
68,SETrain1-Moses_LM,Semantics+PBMT,It is derived from Voice of America (VoA) Special English.,It is derived from Voice of America VoA Special English.,3.666666667,4.666666667,0,0
69,SETrain1-Moses_LM,Semantics+PBMT,"Disney received a full-size Oscar statuette and seven miniature ones, presented to him by 10-year-old child actress Shirley Temple.",Disney received a full size Oscar statuette and seven miniature ones presented to him by was child actress Shirley Temple.,3,3.666666667,0,0
70,SETrain1-Moses_LM,Semantics+PBMT,It was the first asteroid to be discovered by a spacecraft.,It was the first asteroid to be discovered by a spacecraft.,5,5,0,0
1,SETrain2-Moses,Semantics+PBMT,"One side of the armed conflicts is composed mainly of the Sudanese military and the Janjaweed, a Sudanese militia group recruited mostly from the Afro-Arab Abbala tribes of the northern Rizeigat region in Sudan.","One side of the armed conflicts is composed mainly of the Sudanese military and the Janjaweed, a Sudanese militia group recruited mostly from the Afro Arab Abbala tribes of the northern Rizeigat region in Sudan.",4.333333333,5,0,0
2,SETrain2-Moses,Semantics+PBMT,"Jeddah is the principal gateway to Mecca, Islam's holiest city, which able-bodied Muslims are required to visit at least once in their lifetime.","Jeddah is the principal gateway to Mecca, Islam 's holiest city, which able Bodied Muslims are required to visit at least once in their lifetime.",4.666666667,5,0,0
3,SETrain2-Moses,Semantics+PBMT,The Great Dark Spot is thought to represent a hole in the methane cloud deck of Neptune.,The Great Dark Spot is thought to represent a hole in the methane cloud deck of Neptune.,5,5,0,0
4,SETrain2-Moses,Semantics+PBMT,"His next work, Saturday, follows an especially eventful day in the life of a successful neurosurgeon.","His next work, Saturday, follows an especially eventful day in the life of a successful neurosurgeon.",4.666666667,5,0,0
5,SETrain2-Moses,Semantics+PBMT,"The tarantula, the trickster character, spun a black cord and, attaching it to the ball, crawled away fast to the east, pulling on the cord with all his strength.","The tarantula, the trickster character, spun a black cord and, attaching it to the ball, crawled away fast to the east, pulling on the cord with all his strength.",5,5,0,0
6,SETrain2-Moses,Semantics+PBMT,"There he died six weeks later, on 13 January 888.","There he died six weeks later, on 13 January 888.",5,5,0,0
7,SETrain2-Moses,Semantics+PBMT,They are culturally akin to the coastal peoples of Papua New Guinea.,They are culturally akin to the coastal peoples of Papua New Guinea.,5,5,0,0
8,SETrain2-Moses,Semantics+PBMT,"Since 2000, the recipient of the Kate Greenaway Medal has also been presented with the Colin Mears Award to the value of £5000.","Since 2000, the recipient of the Kate Greenaway Medal has also been presented with the Colin Mears Award to the value of £5000.",5,5,0,0
9,SETrain2-Moses,Semantics+PBMT,"Following the drummers are dancers, who often play the sogo (a tiny drum that makes almost no sound) and tend to have more elaborate — even acrobatic — choreography.","Following the drummers are dancers, who often play the sogo (a tiny drum that makes almost no sound) and tend to have more elaborate — even acrobatic — choreography.",4.666666667,5,0,0
10,SETrain2-Moses,Semantics+PBMT,"The spacecraft consists of two main elements: the NASA Cassini orbiter, named after the Italian-French astronomer Giovanni Domenico Cassini, and the ESA Huygens probe, named after the Dutch astronomer, mathematician and physicist Christiaan Huygens.","The spacecraft consists of two main elements: the NASA Cassini orbiter, named after the French astronomer Giovanni Domenico Cassini, and the ESA Huygens probe, named after the Dutch astronomer, mathematician and physicist Christiaan Huygens.",4.333333333,4.333333333,0,0
11,SETrain2-Moses,Semantics+PBMT,"Alessandro (""Sandro"") Mazzola (born 8 November 1942) is an Italian former football player.","Alessandro (""Sandro"") Mazzola (born 8 November 1942) is an Italian former football player.",5,5,0,0
12,SETrain2-Moses,Semantics+PBMT,It was originally thought that the debris thrown up by the collision filled in the smaller craters.,It was originally thought that the debris thrown up by the collision filled in the smaller craters.,5,5,0,0
13,SETrain2-Moses,Semantics+PBMT,"Graham attended Wheaton College from 1939 to 1943, when he graduated with a BA in anthropology.","Graham attended Wheaton College from 1939 to 1943, when he graduated with a BA in anthropology.",5,5,0,0
14,SETrain2-Moses,Semantics+PBMT,"However, the BZÖ differs a bit in comparison to the Freedom Party, as is in favor of a referendum about the Lisbon Treaty but against an EU-Withdrawal.","However, the BZÖ differs a bit in comparison to the Freedom Party, as is in favor of a referendum about the Lisbon Treaty but against an EU-Withdrawal.",4.333333333,5,0,0
15,SETrain2-Moses,Semantics+PBMT,"Many species had vanished by the end of the nineteenth century, with European settlement.","Many species had vanished by the end of the nineteenth century, with European settlement.",5,5,0,0
16,SETrain2-Moses,Semantics+PBMT,In 1987 Wexler was inducted into the Rock and Roll Hall of Fame.,In 1987 Wexler was inducted into the Rock and Roll Hall of Fame.,5,5,0,0
17,SETrain2-Moses,Semantics+PBMT,"In its pure form, dextromethorphan occurs as a white powder.","In its pure form, dextromethorphan occurs as a white powder.",5,5,0,0
18,SETrain2-Moses,Semantics+PBMT,Admission to Tsinghua is extremely competitive.,Admission to Tsinghua is extremely competitive.,4.666666667,5,0,0
19,SETrain2-Moses,Semantics+PBMT,"Today NRC is organised as an independent, private foundation.","Today NRC is organised as an independent, private foundation.",4.666666667,5,0,0
20,SETrain2-Moses,Semantics+PBMT,"It is situated at the coast of the Baltic Sea, where it encloses the city of Stralsund.","It is situated at the coast of the Baltic Sea, where it encloses the city of Stralsund.",4.666666667,5,0,0
21,SETrain2-Moses,Semantics+PBMT,"He was also named 1982 ""Sportsman of the Year"" by Sports Illustrated.","He was also named 1982 ""Sportsman of the Year"" by Sports Illustrated.",5,5,0,0
22,SETrain2-Moses,Semantics+PBMT,Fives is a British sport believed to derive from the same origins as many racquet sports.,Fives is a British sport believed to derive from the same origins as many racquet sports.,5,5,0,0
23,SETrain2-Moses,Semantics+PBMT,"For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.","For example, King Bhumibol was born on Monday, so on his birthday throughout Thailand will be decorated with yellow color.",4,5,0,0
24,SETrain2-Moses,Semantics+PBMT,Both names became defunct in 2007 when they were merged into The National Museum of Scotland.,Both names became defunct in 2007 when they were merged into The National Museum of Scotland.,4.333333333,5,0,0
25,SETrain2-Moses,Semantics+PBMT,"Nevertheless, Tagore emulated numerous styles, including craftwork from northern New Ireland, Haida carvings from the west coast of Canada (British Columbia), and woodcuts by Max Pechstein.","Nevertheless, Tagore emulated numerous styles, including craftwork from northern New Ireland, Haida carvings from the west coast of Canada (British Columbia), and woodcuts by Max Pechstein.",5,5,0,0
26,SETrain2-Moses,Semantics+PBMT,"On October 14, 1960, Presidential candidate John F. Kennedy proposed the concept of what became the Peace Corps on the steps of Michigan Union.","On October 14, 1960, Presidential candidate John F. Kennedy proposed the concept of what became the Peace Corps on the steps of Michigan Union.",5,5,0,0
27,SETrain2-Moses,Semantics+PBMT,"She performed for President Reagan in 1988's Great Performances at the White House series, which aired on the Public Broadcasting Service.","She performed for President Reagan in 1988 's Great Performances at the White House series, which aired on the Public Broadcasting Service.",5,5,0,0
28,SETrain2-Moses,Semantics+PBMT,Perry Saturn (with Terri) defeated Eddie Guerrero (with Chyna) to win the WWF European Championship (8:10) Saturn pinned Guerrero after a Diving elbow drop.,Perry Saturn (with Terri) defeated Eddie Guerrero (with Chyna) to win the WWF European Championship (8: 10) Saturn pinned Guerrero after a Diving elbow drop.,4.333333333,5,0,0
29,SETrain2-Moses,Semantics+PBMT,She remained in the United States until 1927 when she and her husband returned to France.,She remained in the United States until 1927 when she and her husband returned to France.,4.666666667,5,0,0
30,SETrain2-Moses,Semantics+PBMT,"Despina was discovered in late July, 1989 from the images taken by the Voyager 2 probe.","Despina was discovered in late July, 1989 from the images taken by the Voyager 2 probe.",5,5,0,0
31,SETrain2-Moses,Semantics+PBMT,The first Italian Grand Prix motor racing championship took place on 4 September 1921 at Brescia.,The first Italian Grand Prix motor racing championship took place on 4 September 1921 at Brescia.,5,5,0,0
32,SETrain2-Moses,Semantics+PBMT,He also completed two collections of short stories entitled The Ribbajack & Other Curious Yarns and Seven Strange and Ghostly Tales.,He also completed two collections of short stories entitled The Ribbajack & Other Curious Yarns and Seven Strange and Ghostly Tales.,4,4.666666667,-0.333333333,-0.333333333
33,SETrain2-Moses,Semantics+PBMT,"At the Voyager 2 images Ophelia appears as an elongated object, the major axis pointing towards Uranus.","At the Voyager 2 images Ophelia appears as an elongated object, the major axis pointing towards Uranus.",3.666666667,5,0,0
34,SETrain2-Moses,Semantics+PBMT,The British decided to eliminate him and take the land by force.,The British decided to eliminate him and take the land by force.,4.666666667,5,0,0
35,SETrain2-Moses,Semantics+PBMT,"Some towns on the Eyre Highway in the south-east corner of Western Australia, between the South Australian border almost as far as Caiguna, do not follow official Western Australian time.","Some towns on the Eyre Highway in the south-east corner of Western Australia, between the South Australian border almost as far as Caiguna, do not follow official Western Australian time.",5,5,0,0
